Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Norwegian Hazelnut Cake Recipe ,24,Connie Troxel,X,X,X,"hazelnut,butter,white sugar,vanilla,flour,baking powder,salt,whipping cream,chocolate,egg,vanilla","Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom of one 10 inch springform pan.**Reserve 8 whole nuts for garnish. Pulse the remaining nuts in a food processor until ground, and reserve 1 tablespoon of ground nuts for garnish.**Melt margarine or butter in a small saucepan over low heat, cool.**In a large bowl beat eggs, sugar, and 1 teaspoon vanilla extract until thick and lemon colored (about 2 to 3 minutes).  Add flour, baking powder, salt, and ground nuts, mix well. Continue to beat mixture while slowly adding the cooled melted butter or margarine until blended (mixture will be thick). Spread batter into prepared pan.**Bake at 350 degrees F (175 degrees C) for 35 to 40 minutes or until a toothpick inserted in the center comes out clean. Cool in pan for 15 minutes then remove sides of pan. Remove pan bottom and invert onto a serving plate. Cover with a cloth towel and cool for another 30 minutes before glazing.**To Make Glaze: In a medium saucepan bring whipping cream just to a boil, remove from heat and stir in the semi-sweet chocolate chips until melted and smooth. Stir in 1/2 teaspoon vanilla extract.  Spread glaze over top of cooled cake, allowing it to run down the sides. Sprinkle reserved ground nuts around top edge and arrange whole nuts over ground nuts. Enjoy!**",7354,https://images.media-allrecipes.com/userphotos/250x250/186888.jpg
Cranberry Swirl Coffeecake Recipe ,9,IRENED,X,X,X,"butter,white sugar,egg,flour,sour cream,salt,baking powder,baking soda,almond,cranberry sauce,almond,sugar,water,almond","^Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9 inch tube pan.**Cream butter or margarine adding sugar gradually. Add eggs one at time. Beating with an electric mixture on medium speed.**Mix together flour, baking soda, baking powder, and salt. With electric beaters on low speed add flour mixture alternately with sour cream to butter mixture, ending with flour mix (do not overbeat). Stir in 1 teaspoon of almond extract.**Put a layer of half the batter in the pan the bottom of the pan, than a layer of whole cranberry sauce (1/2 the can). Repeat once more with the remaining batter and cranberry sauce. Sprinkle slivered almonds on top.**Bake at 350 degrees F (175 degrees C) for 50 minutes. Remove from pan after slightly cooling. Drizzle glaze on top.**To Make Glaze: Mix together confectioners^^ sugar, warm water, and 1/2 teaspoon almond extract.  Drizzle over top of cake.**^",7355,https://images.media-allrecipes.com/images/79591.png
Fabulous Oatmeal,46,Carol Farrington,X,X,X,"water,oat,cereal,white sugar,brown sugar,shortening,egg,baking soda,cinnamon,salt,flour","Pour boiling water over oats and bran cereal, and let stand 10 minutes.**Combine the remaining ingredients, and add oat mixture to them.  Pour into two 8 or 9 inch pans.**Bake at 350 degrees F ( 175 degrees C) for 30 to 40 minutes. To make muffins bake about 15 minutes, or until toothpick comes out clean.**",7359,https://images.media-allrecipes.com/userphotos/560x315/3067699.jpg
Cream Cheese Frosting I Recipe ,90,Sugar,X,X,X,"cream cheese,cream,sugar","Blend together the cream cheese and cream until light and fluffy.**Sift the sugar, and add to the cream cheese blend.**",7361,https://images.media-allrecipes.com/userphotos/250x250/602452.jpg
Chocolate Spice Cake Recipe ,18,Maura,X,X,X,"butter,white sugar,egg,milk,clove,flour,baking soda,cinnamon,chocolate","In a large bowl, cream together the butter or margarine and sugar.  Add the eggs, beating well after each addition.**In another bowl, sift together the flour and spices.  Blend these dry ingredients into the sugar mixture.**Dissolve the soda in the sour milk, and add to the batter.**Grate the chocolate, and add to the batter.**Pour batter into a greased and floured 8 inch round pan.  Bake at 350 degrees F (175 degrees C) for 20 minutes, or until done.**",7362,https://images.media-allrecipes.com/userphotos/250x250/595780.jpg
Old,10,Winona,30 m,30 m,1 h,"raisin,water,shortening,egg,flour,cinnamon,nutmeg,spice,walnut,white sugar,baking soda","Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 8 inch pans. In a saucepan, simmer the raisins in the water on medium low heat.**In a large bowl, cream together the sugar and shortening until light and fluffy. Beat in the egg. Sift together flour, baking soda, cinnamon, nutmeg and allspice.  Blend these dry ingredients into the sugar mixture.  Mix thoroughly.**Strain the raisins.  Discard the raisin pulp.   Add water to the raisin juice to make 3/4 cup liquid, and add to the batter.  Add the chopped nuts. Spread the batter evenly into the prepared pan.**Bake for 30 minutes in the preheated oven, or until the top springs back when lightly touched. Cool the cake on a wire rack, and frost.**",7363,https://images.media-allrecipes.com/userphotos/560x315/1090147.jpg
Easy Rum Cake Recipe ,211,Mariann,X,X,X,"walnut,cake,rum,egg,water,vegetable oil,vanilla,Glaze,butter,water,white sugar,rum","Preheat oven to 325 degrees F (165 degrees C).  Grease and  flour a 10 inch tube or Bundt pan.  Sprinkle nuts over  the bottom of the pan.**Mix together the cake mix, 1/2 cup dark rum, eggs, 1/2 cup water, oil, and vanilla pudding mix.  Pour batter over the nuts in the pan.**Bake for 1 hour.  Cool, and invert cake on a serving plate.  Prick the top of the cake.**To Make The Glaze:  Melt the butter in a saucepan.  Stir in 1/8 cup water and the 1/2 cup sugar.  Boil for 5 minutes, stirring constantly.  Remove glaze from heat, and stir in 1/4 cup rum.  Drizzle and smooth evenly over the top and sides.**",7364,https://images.media-allrecipes.com/userphotos/250x250/101875.jpg
^Aunt Maria^^s Pudding Cake Recipe ^,6,Aunt Maria,X,X,X,"cake,vanilla,vegetable oil,sherry,egg,vanilla,almond,poppy","^Preheat oven to 350 degrees (175 degrees C). Lightly grease and flour one 10 inch tube or bundt pan.**Mix together the yellow cake mix, vanilla pudding, vegetable oil, cream sherry, eggs, vanilla extract, almond extract, and poppy seeds, beat at medium speed with an electric mixer for approximately 7 minutes. Pour batter into prepared pan.**Bake at 350 degrees F (175 degrees C) for 45 to 50 minutes.**Variations: Poppy seeds may not work with these variations: 1) chocolate cake mix with chocolate pudding, 2) white cake mix with pistachio pudding and a dash of green food coloring (nice for St. Patrick^^s Day or Christmas), 3)  yellow cake mix with lemon pudding, and 4) 3/4 cup oil and 3/4 cup beer (not everyone^^s first choice!)**^",7366,https://images.media-allrecipes.com/userphotos/560x315/2373718.jpg
Lemonade Cake I Recipe ,20,DEANMONA,30 m,30 m,5 h,"cake,ice cream,food coloring,lemon,whipping cream,white sugar","Prepare cake mix according to package directions for two 9 inch round cake pans. Cool thoroughly.**Stir ice cream to soften. Mix in food coloring, and 1/2 cup of the lemonade concentrate. Spread ice cream mixture evenly in a foil-lined, 9 inch round cake pan.  Freeze until firm, about 2 to 3 hours.**Place one cake layer on a serving plate. Top with ice cream layer, then top with the second layer of cake. Put the assembled cake back into the freezer.**Beat the whipping cream with the remaining lemonade and sugar until fluffy, and peaks form. Frost sides and top of cake with whipped cream mixture. Return cake to freezer for at least one hour before serving.**",7367,https://images.media-allrecipes.com/userphotos/560x315/677496.jpg
Lemon Pound Cake I Recipe ,19,Suzanne Stull,X,X,X,"butter,white sugar,egg,flour,milk,corn syrup,lemon juice,salt,vanilla,nutmeg,baking powder,mace","Allow butter to reach room temperature. Cream sugar and butter together until light and fluffy.  Add eggs one at a time and mix well.  Add in flour, powdered milk, and corn syrup.  Beat each in well.  Add juice of half a lemon, salt, vanilla, nutmeg and mace.  Make sure everything is well blended, and pour into a greased loaf pan.**Bake at 325 degrees F (165 degrees C) for 45 minutes, checking for doneness by inserting a toothpick and seeing if it comes out clean.  You almost want to underbake this.**",7368,https://images.media-allrecipes.com/userphotos/560x315/596187.jpg
Rum Cake I Recipe ,137,Mariann,X,X,X,"walnut,cake,rum,egg,water,vegetable oil,vanilla,butter,white sugar,water,rum","Preheat oven to 325 degrees F (165 degrees C). Grease and flour one 10 inch tube or Bundt pan. Sprinkle walnuts over the bottom of the pan.**Mix together the yellow cake mix, 1/2 cup dark rum, eggs, 1/2 cup cold water, cooking oil and instant vanilla pudding. Pour batter over nuts.**Bake at 325 degrees F (165 degrees C) for 1 hour.  Cool, invert on a serving plate and prick the top.**To Make Glaze: Melt the butter in a saucepan. Stir in 1/8 cup water and sugar.  Boil for 5 minutes, stirring constantly.  Remove mixture from heat and stir in rum. Drizzle and smooth glaze evenly over the top and sides of cake. Enjoy!**",7369,https://images.media-allrecipes.com/userphotos/560x315/36248.jpg
Crumb Cake I Recipe ,11,Sally,20 m,50 m,1 h 10 m,"white sugar,flour,shortening,baking powder,egg,milk,vanilla","Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 13 x 9 inch cake pan or two 8 inch round cake pans.**Mix sugar and flour together.  With two knives or a pastry blender cut the shortening into the flour and sugar until the mixture resembles coarse crumbs (as if you were making pie dough). Reserve 1/2 cup of this mixture as crumbs for top of cake.**To the remaining flour mixture stir in the baking powder, eggs, milk, and vanilla and mix well. Pour batter into prepared pan. Sprinkle reserved crumb mixture over top.**Bake at 350 degrees F (175 degrees C) for about 45 minutes (35 minutes if using two 8 inch round cake pans) or until center of cake springs back when lightly touched or a toothpick inserted in the center comes out clean.**",7370,https://images.media-allrecipes.com/userphotos/560x315/5798042.jpg
Lemonade Frosting Recipe ,20,Mona,X,X,X,"whipping cream,white sugar,lemon","In a large glass, metal , or ceramic bowl beat whipping cream, sugar, and pink lemonade until fluffy and peaks form.  Use immediately.**",7371,https://images.media-allrecipes.com/userphotos/560x315/783725.jpg
^Grandma^^s Fudge Cake Recipe ^,34,Joyce Fox,X,X,X,"chocolate,milk,flour,butter,shortening,white sugar,vanilla,cocoa powder,salt,white sugar,milk,butter","Bake chocolate cake mix according to package directions for two 9 inch layers. Let cakes cool then split layers in half.**In a saucepan mix 1-1/2 cups milk with 8 tablespoons flour, cook until thick and set aside to cool.**Beat 1 1/4 cup of butter and 5 tablespoons shortening until fluffy.  Add 1-1/2 cups sugar and mix well. Stir in the flour mixture.  Beat until mixture stands in peaks. Stir in vanilla.**Spread this mixture between the cake layers and refrigerate for 2 hours.**In a saucepan combine cocoa, 1 cup sugar, salt, 1/4 cup milk, and 1/4 cup butter. Cook over low heat and bring to a boil.  Boil mixture for one minute, do not stir. Remove from heat and add 1 teaspoon vanilla and beat until thick, this may take a few minutes.  Once thick pour mixture over cooled cake and let drizzle down sides of cake and over top.  Keep cake refrigerated.**",7372,https://images.media-allrecipes.com/userphotos/560x315/31985.jpg
^Donna^^s Sherry Wine Cake Recipe ^,10,Donna Johnsen,X,X,X,"vegetable oil,sherry,egg,nutmeg,cake,sugar","^Prepare a bundt pan by oiling the sides.  Preheat oven to 350 degrees F (175 degrees C).**Blend all ingredients until well moistened.  Pour batter into pan.**Bake for 40 minutes, or until done.  Remove cake from oven, and cool.**Dust top with confectioners^^ sugar.**^",7373,https://images.media-allrecipes.com/images/79591.png
Fudge Cake Recipe ,52,Kristen Faux,X,X,X,"white sugar,vanilla,egg,milk,lemon juice,cocoa powder,water,flour,baking soda,baking powder,salt,butter","Cream butter or margarine and sugar together in a large bowl.  Add vanilla, and then eggs to the mixture.**In another bowl, mix together flour, soda, baking powder, and salt.  Sour the milk by adding the lemon juice or vinegar.  Add flour mixture alternately with soured milk to the creamed mixture.**Mix cocoa and hot water together, and beat into batter.**Bake 30 to 35 minutes at 350 degrees F (175 degrees C).  Cool, and frost with desired frosting.**",7374,https://images.media-allrecipes.com/userphotos/250x250/19566.jpg
Black Russian Cake I Recipe ,126,Rory Kate,20 m,40 m,1 h,"cake,chocolate,egg,white sugar,vegetable oil,vodka,liqueur,water,liqueur,sugar","^Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.**In a large bowl, combine the cake mix, pudding mix, eggs, white sugar, oil, vodka, 1/4 cup liqueur, and water.  Beat for four minutes.  Pour batter into prepared Bundt pan.**Bake at 350 degrees F (175 degrees C) for 40 minutes, or until toothpick inserted in center of cake comes out clean.  Cool on a rack.**Make a glaze by combining 1/4 cup coffee liqueur and 1/2 cup confectioners^^ sugar. Turn cake over on a cake plate.  Poke cake several times with a fork.  Cover with glaze, and dust with remaining 1/2 cup confectioners^^ sugar.**^",7375,https://images.media-allrecipes.com/userphotos/250x250/2618.jpg
Pound Cake I Recipe ,14,Earl,30 m,1 h,1 h 30 m,"butter,white sugar,egg,vanilla,lemon,flour,baking powder,egg","Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x4-inch loaf pan.  Sift together flour and baking powder.**In a large mixing bowl, cream the sugar and butter. Beat in the egg yolks.  Beat in flour mixture.  Stir in the vanilla and lemon extracts.**In a large glass or metal mixing bowl, beat egg whites until soft peaks form. Fold 1/3 of the whites into the batter, then quickly fold in remaining whites until no streaks remain.**Bake at 350 degrees F (175 degrees C) for 1 hour.**",7376,https://images.media-allrecipes.com/userphotos/560x315/277772.jpg
Prune Mocha Cake Recipe ,5,Chris,X,X,X,"shortening,white sugar,egg,prune,flour,buttermilk,baking soda,baking powder,cinnamon,nutmeg,salt,butter,egg,sugar,cocoa powder,cinnamon,coffee","^In a large bowl, cream the white sugar and shortening until light and fluffy.  Beat the eggs, and add to the sugar mixture.  Add the prunes.**In another bowl, sift the flour, soda, baking powder, 1 teaspoon cinnamon, nutmeg, and salt.  Add these dry ingredients alternately with the buttermilk to the sugar mixture.**Pour the batter into 2 greased and floured 9 inch layer pans.  Bake at 375 degrees F (190 degrees C) for about 30 minutes.  Cool.**To Make the Mocha Icing:   Begin by creaming the butter.  Blend in the egg yolk.  Sift the confectioners^^ sugar, cocoa, and 1 teaspoon cinnamon together.  Add this sugar mixture alternately with the hot coffee to the creamed butter.  Frost the cooled cake.**^",7377,https://images.media-allrecipes.com/images/79591.png
Sunshine Cake Recipe ,9,Helga,X,X,X,"egg,white sugar,water,flour,baking powder,salt,lemon,vanilla",nan,7378,https://images.media-allrecipes.com/userphotos/250x250/24554.jpg
Treasure Chest Cake Recipe ,1,Rebecca,X,X,X,"orange,raisin,walnut,shortening,white sugar,buttermilk,egg,flour,baking soda,baking powder,salt,cinnamon,clove,spice,whipping cream,vanilla,sugar,orange","^Squeeze the juice from the orange, and then remove the white from the peel.  Place the peel, nuts and raisins in a food processor, and grind coarsely.  Add the orange juice to the nut mixture.**Cream the shortening and sugar together until light and fluffy.  Beat the egg, and add it to the creamed mixture.**Sift together the flour, soda, baking powder, and spices.  Add the flour mixture alternately with the buttermilk to the creamed mixture.  Stir in 3/4 of the nut mixture, and reserve the rest for the icing.**Pour batter into a greased and floured 10 inch square pan.  Bake at 350 degrees F (175 degrees C) for about 1 hour.  Cool.**To Make Frosting:  Blend the cream and vanilla with the confectioners^^ sugar in a small mixing bowl.  Add the remaining nut mixture and the grated orange rind.  Frost the cooled cake with this icing.**^",7379,https://images.media-allrecipes.com/userphotos/250x250/486840.jpg
Maraschino Cherry Pound Cake Recipe ,16,Debbie Crawford,X,X,X,"shortening,egg,baking powder,butter,white sugar,flour,milk,cherry,cream cheese,butter,sugar,cherry,coconut","^In a large bowl, cream the shortening and the white sugar together until fluffy.  Add eggs one at a time to the creamed mixture, beating well after each addition. Add the flavoring.**In another bowl, combine flour and baking powder together.   Add these dry ingredients alternating with the milk to the creamed mixture.  Stir 3/4 cup chopped cherries into the batter.**Pour batter into a greased tube pan, and bake at 350 degrees F (175 degrees C) for 1 1/2 hours.**To Make the Frosting:  Cream together the cream cheese and the butter in a small mixing bowl.  Gradually add the confectioners^^ sugar.  Stir in the 1/4 cup cherries and coconut.  Frost cake when cool.**^",7381,https://images.media-allrecipes.com/userphotos/560x315/2776647.jpg
Ice Box Cake I Recipe ,2,Rhema Hernandez,20 m,10 m,8 h 30 m,"milk,milk,cocktail,egg,cake,lemon","Drain fruit cocktail, and set fruit aside.  Combine juice from fruit cocktail, milks, and eggs in a small saucepan.  Cook and stir over medium low heat until thick, but not separated.  Add lemon flavoring.**Dice pound cake.  Layer cake, custard, and fruit in a 9 x 12 casserole dish or a trifle dish.  Refrigerate overnight.  Serve cold.**",7382,https://images.media-allrecipes.com/images/79591.png
^Holly^^s Black Forest Cake Recipe ^,8,Holly Brazzell,X,X,X,"flour,white sugar,baking powder,baking soda,salt,water,shortening,vanilla,egg,chocolate,butter,sugar,milk,cocoa powder,cherry,cornstarch,liqueur","^Preheat oven to 350 degrees F (175 degrees C). Grease and flour 2- 8 or 9 inch round cake pans.**In a medium sized bowl combine flour, white sugar, baking powder, baking soda and salt. Add water, shortening, and 1 teaspoon vanilla. Beat with an electric mixer on low to medium speed until combined. Then beat on high speed for 2 minutes. Add eggs and melted chocolate and beat 2 minutes more. Pour batter into prepared pans.**Bake for 30 to 35 minutes. Cool cakes on a wire rack for 10 minutes. Remove cakes from pans and let cool thoroughly on a wire rack.**To Make Frosting: Beat butter until fluffy. Gradually add 2 cups of confectioner^^s sugar and the cocoa. Beat well than add the milk, and 1 1/2 teaspoons vanilla extract. Beat in the remaining confectioner^^s sugar and any additional milk as needed for spreadability.**To Make Filling: Drain cherries reserving 2/3 cup of the liquid. In a medium sauce pan combine reserved liquid and cornstarch, add fruit. Cook over medium heat and stir until thickened and bubbly. Cook and stir for more 2 minutes and then stir in the orange or cherry liqueur. Remove from heat cover and cool without stirring.**Arrange one cake layer on a serving dish and spread the cooled cherry filling over the top (reserve some cherries for a garnish for top of cake). Place second layer on top filling and frost sides and top of cake with frosting.**^",7383,https://images.media-allrecipes.com/userphotos/560x315/5710977.jpg
Chocolate Cappuccino Cheesecake Recipe ,350,Cigdem Buke Ugur,30 m,1 h,4 h,"chocolate,butter,white sugar,cinnamon,cream cheese,white sugar,egg,chocolate,whipping cream,sour cream,salt,coffee,liqueur,vanilla,whipping cream,sugar,liqueur,chocolate",^Preheat oven to 350 degrees F (175 degrees C). Butter one 9 or 10 inch springform pan.,7384,https://images.media-allrecipes.com/userphotos/560x315/1955460.jpg
Pineapple Sponge Cake Recipe ,8,Carol,X,X,X,"flour,baking powder,egg,salt,white sugar,lemon juice,apple juice,cream,pineapple,cherry","Preheat oven to 325 degrees F (165 degrees C).**Sift the cake flour and baking powder together.**Separate the eggs, put the egg yolks into a large bowl and the egg whites into a small bowl. With an electric mixer beat the egg yolks until thick and fluffy, about 2 minutes. Gradually beat in 3/4 cup of the white sugar. Add the lemon juice and pineapple juice. Add the sifted cake flour mixture gradually while continually beating. Beat only until just blended (about 1 1/2 minutes).**With an electric mixer beat the egg whites with the salt until moist peaks form (about 1 minute). Gradually beat in 3/4 cup of the white sugar (about 50 seconds).**Fold the beaten egg whites into the batter and mix only until blended. Pour batter into an ungreased 10 inch tube pan. With a knife or spatula gently cut through batter going round in a circular motion six times to release any air bubbles.**Bake at 325 degrees F (165 degrees C) for about 1 hour or until golden brown and firm to the touch. Invert pan on rack to cool. Once cake is cool loosen sides with a spatula and remove from pan. Frost cake with whipped cream and garnish with wedges of pineapple and maraschino cherries.**",7387,https://images.media-allrecipes.com/userphotos/560x315/709976.jpg
Egg,73,Carol,X,X,X,"flour,baking powder,salt,egg,egg,white sugar,orange,orange juice,lemon,water","^Preheat oven to 325 degrees F (165 degrees C).**Sift together twice: flour, baking powder, and salt. Pour back into sifter.**In a large mixing bowl beat egg yolks and whole eggs with an electric mixer until thick and lemon colored (about 5 minutes). Gradually add sugar,  beating after each addition. This should take about 10 minutes.**Fold in orange rind, orange juice, and lemon extract. Sift dry ingredients into egg and sugar mixture and fold in. Do not stir or beat. Add boiling water and fold in quickly, just until liquid is blended. Pour batter into one ungreased 10 inch tube pan.**Bake at 325 degrees F (165 degrees C) for 60 to 65 minutes. Turn cake over in pan on a wire rack and let cake hang for 1 hour or until cool. Loosen cake sides from pan with a spatula and shake from pan. Dust top lightly with confectioner^^s sugar or frost with Orange Butter Frosting.**^",7388,https://images.media-allrecipes.com/userphotos/560x315/1091420.jpg
Chocolate Chip Cake Recipe ,24,Lil,X,X,X,"butter,brown sugar,white sugar,egg,flour,whole wheat,baking powder,salt,milk,vanilla,chocolate","Preheat the oven to 350 degrees F (175 degrees C).  Grease and flour two 9 inch round pans.**In a large mixing bowl, cream together butter and sugars.  Beat in the eggs.**In another bowl, sift together the flours, baking powder, and salt.  Add this alternately with the milk to the creamed mixture.  Stir in the vanilla.  Chop the chocolate chips coarsely, and add to the batter.**Pour batter into prepared pans, and bake for 25 to 30 minutes, or until knife inserted in middle comes out clean.  You can fill with a Butterscotch Filling, and top with a Chocolate Glaze.**",7389,https://images.media-allrecipes.com/userphotos/560x315/4558677.jpg
Butterscotch Filling Recipe ,7,Karen,10 m,20 m,30 m,"brown sugar,cornstarch,salt,water,butter","Mix together the brown sugar, corn starch, salt, and water in a small saucepan.  Bring mixture to a boil, and stir constantly for 1 minute.  Remove from heat, and add the butter or margarine.**Allow the mixture to cool slightly, and spread between layers.**",7390,https://images.media-allrecipes.com/images/79591.png
Crazy Chocolate Cake Recipe ,132,Judy and Amanda,X,X,X,"flour,white sugar,cocoa powder,salt,baking soda,vanilla,water,vinegar,vegetable oil",Mix all ingredients right in a 9 x 13 inch pan.**Bake at 350 degrees F (175 degrees C) for 35 minutes.  Remove from oven and cool.  Frost with your favorite frosting.**,7394,https://images.media-allrecipes.com/userphotos/560x315/6645.jpg
Carrot Cake III Recipe ,5k,Tammy Elliott,30 m,1 h,2 h,"egg,vegetable oil,white sugar,vanilla,flour,baking soda,baking powder,salt,cinnamon,carrot,pecan,butter,cream cheese,sugar,vanilla,pecan","^Preheat oven to 350 degrees F (175 degrees C).  Grease and flour a 9x13 inch pan.**In a large bowl, beat together eggs, oil, white sugar and 2 teaspoons vanilla. Mix in flour, baking soda, baking powder, salt and cinnamon. Stir in carrots. Fold in pecans.  Pour into prepared pan.**Bake in the preheated oven for 40 to 50 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**To Make Frosting:  In a medium bowl, combine butter, cream cheese, confectioners^^ sugar and 1 teaspoon vanilla. Beat until the mixture is smooth and creamy. Stir in chopped pecans. Frost the cooled cake.**^",7402,https://images.media-allrecipes.com/userphotos/560x315/1053595.jpg
Pumpkin Sheet Cake Recipe ,192,Sandy Rowe,30 m,30 m,2 h,"pumpkin,white sugar,vegetable oil,egg,flour,baking soda,cinnamon,salt,cream cheese,butter,vanilla,sugar,milk,walnut","^In a mixing bowl, beat pumpkin, 2 cups white sugar, and oil.  Add eggs, and mix well.**In another bowl, combine flour, baking soda, cinnamon and salt.  Add these dry ingredients to the pumpkin mixture, and beat until well blended.  Pour batter into a greased 15 x 10 inch baking pan.**Bake at 350 degrees F (175 degrees C) for 25 to 30 minutes, or until cake tests done.  Cool.**In a mixing bowl, beat the cream cheese, butter or margarine, and vanilla until smooth.  Gradually add  1 3/4 cups confectioners^^ sugar, and mix well.  Add milk until frosting reaches desired spreading consistency.  Frost cake, and sprinkle with nuts.**^",7404,https://images.media-allrecipes.com/userphotos/560x315/728459.jpg
^Tres Leches ^^Three Milks^^ Recipe ^,86,Blanca,X,X,X,"egg,white sugar,flour,vanilla,milk,milk,milk,vanilla,egg,white sugar,vanilla","Grease and flour a 8 x 12 inch pan.  Preheat the oven to 350 degrees F (175 degrees C).**Separate 5 eggs, and beat the egg whites in a large mixing bowl.  Add 1 cup sugar slowly to the egg whites, beating constantly.  Add the yolks one by one, beating well after each addition.  Stir in the  1 teaspoon vanilla.  Sift the flour, and stir it into the egg mixture.  Pour the batter into the prepared pan.  Bake the cake for 20 minutes, or until done.  Cool.**Blend the sweetened condensed milk, evaporated milk, milk, and 1 tablespoon vanilla.  Pour this syrup over the cooled cake.**To make Meringue Frosting:  Beat 3 egg whites to soft peaks.  Gradually add 1 cup sugar, and beat until stiff peaks form.  Stir in 1 teaspoon vanilla.  Frost the cake.**",7405,https://images.media-allrecipes.com/userphotos/560x315/4528174.jpg
Cinnamon Coffee Cake I Recipe ,57,Kelsey,X,X,X,"butter,white sugar,egg,baking powder,baking soda,salt,sour cream,walnut,cinnamon,vanilla,flour","Preheat oven to 350 degrees F (175 degrees C).  Lightly grease one 10 inch tube pan.**In a large mixing bowl cream together the butter or margarine and 2 cups of the sugar until fluffy. Add the vanilla and the eggs one at time beating mixture well after each egg.**Combine flour with baking powder and baking soda.  Add alternately with sour cream to egg mixture. Beating just enough after each addition to keep batter smooth.**Combine walnuts, cinnamon, and remaining 3/4 cup of sugar.**Spoon 1/3 of the batter into prepared pan, sprinkle with 1/3 of the walnut mixture.  Repeat layers two more times.**Bake at 350 degrees F (175 degrees C) for 70 minutes or until center is done. Let cake cool in pan for 10 minutes then remove pan and let cake continue cooling on a wire rack.**",7407,https://images.media-allrecipes.com/userphotos/560x315/2179402.jpg
Marble Crumb Cake Recipe ,12,Laria Tabul,X,X,X,"flour,brown sugar,butter,walnut,white sugar,baking soda,salt,shortening,egg,buttermilk,vanilla,chocolate","Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour one 13x9 inch cake pan.**Combine 1/2 cup of the flour and the brown sugar, cut in the butter until the mixture is crumbly, stir in the chopped nuts and set aside.**In a double boiler or microwave melt chocolate chips and set aside to cool.**In a large bowl mix the remaining 2 cups flour, white sugar, baking soda, and salt. Add the shortening, eggs, buttermilk, and vanilla. Blend and then beat with an electric mixer at medium speed for 2 minutes.**Combine 1 cup of the batter and the melted cooled chocolate, mix well.**Alternate spooning the light and the dark batters into the prepared 13x9 cake pan. Cut through with a knife to marble. Sprinkle top with the reserved nut mixture.**Bake at 350 degrees F (175 degrees C) for 30 minutes or until cake tests done. Let cake cool and enjoy!**",7408,https://images.media-allrecipes.com/userphotos/560x315/1643520.jpg
Strawberry Torte Recipe ,205,Star Pooley,X,X,X,"cream cheese,white sugar,vanilla,whipping cream,cookies,strawberry,cornstarch","Strain strawberries and set aside, reserving juices. In a saucepan bring cornstarch and strawberry juice to a gentle boil. Remove from heat and let cool.**Whip cream cheese, sugar, and vanilla together.**In a separate bowl beat whipping cream until stiff peaks form. Fold whipped cream into cream cheese mixture.**Arrange ladyfingers around sides and bottom of the 8 or 9 inch springform pan, standing ladyfingers lengthwise around sides of pan. Pour 1/2  of the filling into the pan, then place a layer of ladyfingers on top of filling. Pour remaining filling over ladyfingers.**Spread strawberry sauce over top of cake and place the whole strawberries on top. Refrigerate and remove from pan once thoroughly chilled.**",7409,https://images.media-allrecipes.com/userphotos/560x315/640860.jpg
Wedding Cake Frosting Recipe ,163,Jeannine,X,X,X,"butter,shortening,milk,vanilla,sugar","Cream the butter and shortening together until smooth. Gradually add the sugar, milk, and vanilla extract.  Mix until smooth.**",7410,https://images.media-allrecipes.com/userphotos/250x250/185860.jpg
Peach Cake I Recipe ,31,Jenny,20 m,50 m,1 h 10 m,"butter,white sugar,milk,flour,salt,baking powder,peach","Preheat oven to 350 degrees (175 degrees C). Lightly grease one 8 x 8-inch pan.**Cream together the sugar and butter. Add the flour, milk, salt, and baking powder. Mix well and pour into prepared pan. Spread fruit evenly over the top of the batter and pour juice from canned peaches over top.**Bake in at 350 degrees F (175 degrees C) for 50 minutes or until fully browned on top.**",7411,https://images.media-allrecipes.com/userphotos/560x315/5095639.jpg
