Recipe_Name,Review_Count,Author,Prepare_Time,Cook_Time,Total_Time,Ingredients,Directions,RecipeID,Recipe_Photo
Gooey Chocolate Icing Recipe ,25,D. Stultz,X,X,X,"milk,water,salt,chocolate,vanilla","In a double boiler, combine milk, water, salt and chocolate. Heat, stirring constantly until thick. Remove from heat and allow to cool. Add vanilla.**Spread or drizzle over your cake.**",8243,https://images.media-allrecipes.com/userphotos/560x315/6883.jpg
Semolina Turmeric Cake (Sfoof) Recipe ,17,Lara,X,X,X,"semolina,flour,tea,baking powder,white sugar,milk,vegetable oil,pine nut","Preheat oven to 350 degrees F (175 degrees C). Grease a 9 inch round baking pan.**In a small bowl, mix semolina, flour, turmeric and baking powder. Set aside.**In a large bowl, stir milk and sugar until sugar is dissolved. Add flour mixture and oil and beat with an electric beater at medium speed for 5 minutes. This step is essential, do not use any shortcuts.**Pour into a prepared 9 inch round pan. Sprinkle top with pine nuts. Bake at 350 degrees F (175 degrees C) for 25 to 35 minutes, or until wooden pick inserted in center comes out dry.**",8244,https://images.media-allrecipes.com/userphotos/560x315/6118083.jpg
Kentucky Bourbon Cake Recipe ,22,Holly,X,X,X,"bourbon,raisin,cherry,butter,white sugar,egg,egg,brown sugar,nutmeg,baking powder,flour,pecan,bourbon","Preheat oven to 275 degrees F (135 degrees C). Grease a 10 inch tube pan and line bottom with parchment paper.**Soak raisins and cherries in 2 cups of bourbon or whiskey for 48 hours. Before making cake, drain well and reserve the bourbon.**In a separate bowl, mix flour, nutmeg and baking powder. Set aside.**In a small bowl, cream butter with the white sugar. In a separate small bowl, cream yolks and brown sugar until very light.**In a very large bowl, combine the two sugar mixtures and blend well.**Alternately add flour mixture and reserved bourbon in three stages, mixing well with each addition.**Add soaked fruit and fold in. Add nuts and fold in.**In a clean medium bowl, whip egg whites until stiff but not dry. Fold into batter until evenly distributed.**Pour into prepared 10 inch tube pan. Place a pan of water in the bottom of the oven and bake for 4 to 5 hours at 275 degrees F (135 degrees C). Ovens vary, so watch the baking time. Test cake with wooden pick. (May take longer than 5 hours).**Remove from oven and allow to cool for 15 minutes before turning out. When almost cool, brush sides and inside hole heavily with bourbon. Wrap cake with bourbon soaked cheesecloth, then with plastic wrap. Refrigerate overnight and saturate again with bourbon. Cover with plastic wrap and then with foil and store for at least 2 weeks in a cool dry place.**",8245,https://images.media-allrecipes.com/userphotos/250x250/619012.jpg
Chocolate Cake in a Jar I Recipe ,17,Holly,X,X,X,"flour,white sugar,baking soda,cinnamon,butter,water,cocoa powder,buttermilk,egg,vanilla,walnut","^Sterilize 2 (1 pint) straight sided wide mouth canning jars, lids and rings by boiling for 10 minutes. Keep the lids and rings in the hot water until needed. Preheat oven to 325 degrees F (165 degrees C)**In a small bowl, mix flour, sugar, baking soda and cinnamon. Set aside.**In a medium saucepan, combine butter, water and cocoa powder. Heat and stir until butter is melted and mixture is well blended. Pour into a large bowl.**Stir in Flour mixture and blend. Add buttermilk, egg and vanilla and beat by hand until smooth. Stir in nuts.**Distribute evenly into the 2 prepared canning jars. Place the jars on a cookie sheet and bake at 325 degrees F (165 degrees C) for 35 to 40 minutes or until toothpick inserted deep into center of cake comes out clean.**Using heavy oven mitts, remove cakes from oven one at a time. Place a lid, then a ring onto the jars and screw them down tightly. Place the jars on the counter and listen for them to ""ping"" as they seal. If you miss the ""ping"", wait until they are completely cool and press on the top of the lid. If it doesn^^t move at all, it^^s sealed.**^",8246,https://images.media-allrecipes.com/userphotos/560x315/3089901.jpg
Caramel Apple Cake Recipe ,27,Glenda,25 m,30 m,1 h 5 m,"butter,brown sugar,cinnamon,pecan,apple,flour,baking soda,salt,water","Preheat oven to 375 degrees F (190 degrees C).**In a 9 inch pan, melt 3 tablespoons butter. Sprinkle 1/3 cup brown sugar and 1/4 teaspoon of the cinnamon. Arrange twelve pecan halves, then the apple wedges (as you would for a pineapple upside-down cake. Chop remaining pecans and set aside.**In a small bowl, mix flour, baking soda, salt and 1 1/2 teaspoons cinnamon. Set aside.**Beat 3/4 cup butter and sugar until smooth and fluffy. Stir in water. Add flour mixture and mix just until combined. Fold in reserved nuts.**Spread batter evenly over apples and bake in preheated oven until a toothpick inserted in the center comes out clean, about 30 minutes.**Cool 10 minutes, then invert onto serving plate.**",8247,https://images.media-allrecipes.com/userphotos/250x250/22333.jpg
Peach Cake II Recipe ,176,Barbara,X,X,X,"egg,white sugar,vegetable oil,flour,salt,cinnamon,baking soda,peach,pecan","Preheat oven to 375 degrees F (190 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, combine the eggs, sugar, oil, flour, salt, cinnamon, baking soda, peaches and pecans. Mix thoroughly by hand.**Pour into prepared 9x13 inch pan and bake at 375 degrees F (190 degrees C) for 50 minutes or until done.**",8249,https://images.media-allrecipes.com/userphotos/560x315/878609.jpg
Mock Lemon Chiffon Cake Recipe ,55,dms036,30 m,1 h,1 h 30 m,"cake,vanilla,lemon,milk,topping thawed,strawberry",Mix cake and pudding mix together then follow cake mix directions (I substitute Mayonnaise for oil in cake recipe) and bake as directed for 2 - 9 inch round pans. Allow to cool.**To Make Filling: Mix together instant pudding mix with milk until thickened. Fold in 8 ounces of the whipped topping. Spread half of lemon pudding mixture on one cake layer and top with sliced strawberries.**Add second cake layer and spread with remaining lemon filling. Arrange sliced strawberries over top of lemon filling.  Frost sides of cake with remaining 8 ounces whipped topping.**,8250,https://images.media-allrecipes.com/userphotos/250x250/34975.jpg
Whoopie Pies Recipe ,166,Amy Kerby,X,X,X,"cake,flour,milk,shortening,white sugar,vanilla","To make the cakes: Prepare mix as directed on package except using only 3/4 cup of water. Drop batter onto greased cookie sheet (or use parchment paper to line pan) in 2 1/2  to 3 inch circles. Bake until toothpick inserted in center comes out clean. Let cool.**To make the filling: In a saucepan, combine milk and flour and cook, stirring constantly until it forms a thick paste. Let cool.**In a medium bowl, beat sugar and shortening until fluffy. Add vanilla. Add cooled flour mixture and beat until double in volume.**Turn the little cakes over on their backs. Spoon a dollop of filling onto half of the little cakes. Place the other half of the cakes on top of the filling to form sandwiches.**",8251,https://images.media-allrecipes.com/userphotos/560x315/1008697.jpg
Chocolate Angel Food Cake I Recipe ,40,Jane Hilton,30 m,1 h,1 h 30 m,"egg,salt,cream,white sugar,sugar,flour,cocoa powder,vanilla","^Preheat oven to 325 degrees F (165 degrees C).**In a medium bowl, mix confectioners^^ sugar, cake flour, and cocoa. Sift together 2 times, and set aside.**In a clean large bowl, whip egg whites, salt, and cream of tartar with an electric mixer on high speed until very stiff.  Fold in white sugar 2 tablespoons at a time while continuing to mix.  Fold in flour mixture, a little at a time, until fully incorporated.  Stir in vanilla.  Pour into a 10 inch tube pan.**Bake at 325 degrees F (165 degrees C) for approximately 1 hour, or until cake springs back when touched.**^",8252,https://images.media-allrecipes.com/userphotos/560x315/46403.jpg
Cajun Cake Recipe ,122,Kitty,30 m,1 h,1 h 30 m,"cake,flour,white sugar,baking soda,salt,egg,pineapple,Topping:,white sugar,milk,margarine,pecan,coconut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan.**In a large bowl, sift together flour, 1 1/2 cup sugar, salt and baking soda. Add eggs, pineapple, and juice. Mix at low speed until well blended.**Pour batter into prepared pan. Bake in preheated oven until a tester comes out clean, 30 to 35 minutes. Have the topping ready when the cake comes out of the oven.**To Make Topping: In a saucepan, combine milk, 3/4 cup sugar, and margarine. Bring to a boil and cook for 2 minutes, stirring constantly. Add pecans and coconut and combine. Remove from heat.**When cake comes out of the oven, pour on the topping and carefully spread on while cake is still hot.**",8253,https://images.media-allrecipes.com/userphotos/250x250/352059.jpg
Snickerdoodle Cake I Recipe ,128,KATEE2,X,X,X,"white sugar,shortening,egg,flour,baking powder,salt,milk,white sugar,cinnamon","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a medium bowl, sift together flour, baking powder and salt. Set aside.**In a large bowl, cream shortening and 2 cups sugar until fluffy. Add eggs one at a time, mixing well with each addition. Alternately add milk and flour mixture in three stages, mixing well with each addition.**In a small bowl, mix 3 tablespoons sugar with 1 teaspoon cinnamon. Sprinkle this mixture evenly over cake.**Pour into prepared 9x13 inch pan and bake at 350 degrees F (175 degrees C) for 35 to 40 minutes or until done.**",8255,https://images.media-allrecipes.com/userphotos/560x315/789078.jpg
Orange Cream Cake IV Recipe ,42,Neris,30 m,40 m,1 h 30 m,"orange,milk,orange,topping thawed,orange,sour cream,sugar","Preheat oven to temperature indicated on cake mix package. Prepare two 9 inch round cake pans according to package directions.**Prepare cake according to package directions, but substitute milk for water, and add 2 teaspoons orange extract. Pour batter into two 9 inch pans and bake as directed. When cakes are cool, slice each layer in half horizontally, making four layers total.**To Make Frosting: In a large bowl, combine whipped topping, 1/4 teaspoon orange extract, sour cream and confectioners sugar. Mix well to combine.**Spread frosting between layers, on sides and over top of cake.**",8256,https://images.media-allrecipes.com/userphotos/560x315/1044215.jpg
German Sweet Chocolate Cake I Recipe ,158,Cindy Carnes,40 m,30 m,1 h 10 m,"chocolate,water,flour,baking soda,salt,butter,white sugar,egg,vanilla,buttermilk,egg,milk,white sugar,butter,egg,vanilla,coconut,pecan","Preheat oven to 350 degrees F (175 degrees C). Line bottom of 9x13 pan with parchment paper.**Microwave chocolate and water on high for 1 1/2 to 2 minutes. Stir halfway through. Stir until all is melted and smooth.**In a medium bowl, mix together flour, soda and salt. Set aside.**In a large bowl, cream 1 cup butter and 2 cups sugar until light and fluffy. Add 4 egg yolks one at a time, beating well after each addition. Stir in chocolate and 1 teaspoon vanilla. Add flour mixture alternately with buttermilk. Beat after each addition until smooth.**In a separate bowl, beat egg whites on high until soft peaks form. Gently fold into batter. Pour into 9x13 inch pan.**Bake at 350 degrees F (175 degrees C) for 30 minutes, or until toothpick inserted into center of cake comes out clean. Cool completely, then frost with coconut-pecan frosting.**Combine milk, 1 1/2 cup sugar, 3/4 cup butter, 4 egg yolks and 1 1/2 teaspoons vanilla in large saucepan. Cook and stir on medium heat for about 12 minutes, or until thick and golden brown. Remove from heat. Stir in coconut and pecans. Cool to room temperature, and spreading consistency.**",8257,https://images.media-allrecipes.com/userphotos/250x250/69244.jpg
Banana Cake V Recipe ,241,Cristin,X,X,X,"white sugar,butter,egg,baking soda,sour cream,banana,flour,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch pan.**In a large bowl, cream butter and sugar until light. Add eggs and beat well. Dissolve soda in the sour cream and add it to the butter mixture. Beat well. Add the mashed bananas and mix in. Add cake flour and mix well. Stir in vanilla extract.**Pour batter into a 9x9 inch pan and bake at 350 degrees F (175 degrees C) for 45 minutes or until done.**",8258,https://images.media-allrecipes.com/userphotos/250x250/32528.jpg
Cream Cheese Cupcakes Recipe ,29,Diane Mattes,X,X,X,"cream cheese,white sugar,vanilla,egg,apple","Preheat oven to 325 degrees F (165 degrees C). Line 2 (12 cup) muffin tins with paper liners.**In a large bowl, combine cream cheese and sugar. Mix until soft. Add eggs and combine. Add vanilla.**Distribute evenly into 2 (12 cup) lined muffin tins and bake at 325 degrees F (165 degrees C) for 35 minutes.**When done, the centers will fall in a bit while cooling. When cool, fill depressions with 2 to 3 tablespoons of your favorite fruit pie filling. Store in the refrigerator.**",8259,https://images.media-allrecipes.com/userphotos/250x250/50535.jpg
Chocolate Cake in a Jar II Recipe ,3,Kristi,X,X,X,"butter,white sugar,egg,vanilla,applesauce,flour,cocoa powder,baking soda,baking powder,salt","^Preheat oven to 325 degrees F (165 degrees C). Wash 8 (pint) straight sided, wide mouth canning jars in hot soapy water. Rinse well, dry and let them come to room temperature. Grease insides of jar well.**In a medium bowl, sift flour, baking soda, baking powder and salt. Set aside.**In a large bowl, cream butter with half of the butter until fluffy. Add eggs and remaining sugar and beat in. Add vanilla and applesauce and combine.**Add the flour mixture in three increments, mixing well after each addition.**Pour 1 cup of batter into each jar and carefully remove any batter from the rims.**Bake at 325 degrees F (165 degrees C) for 40 minutes.**While cakes are baking, sterilize lids and rings by boiling them in a saucepan of water. Keep them in the hot water until ready to use.**When the cakes have finished baking, remove jars from oven. Make sure jar rims are clean. (If they^^re not, jars will not seal correctly). While jars are still hot, place lids on jars, and screw rings on tightly. Jars will seal as they cool. Place the jars on the counter and listen for them to ""ping"" as they seal. If you miss the ""ping"", wait until they are completely cool and press on the top of the lid. If it doesn^^t move at all, it^^s sealed.**Unsealed jars should be stored in the refrigerator and eaten within 2 weeks. Sealed jars may be placed in a freezer.**^",8260,https://images.media-allrecipes.com/images/79591.png
^Little Mickey^^s Favorite Cheesecake Recipe ^,111,Scott Payer,30 m,1 h,1 h 30 m,"ham,peanut,cinnamon,butter,cream cheese,peanut butter,white sugar,flour,vanilla,egg,egg,cream,chocolate","Preheat oven to 375 degrees F (190 degrees C). Line the outside of a 9 inch springform pan with aluminum foil.**To Make Crust: In a medium bowl, combine graham cracker crumbs, peanuts, and cinnamon. Stir in butter. Press the mixture onto the bottom and sides of an ungreased 8 or 9 inch springform pan, and set aside.**To Make Filling: In a large mixing bowl, beat cream cheese, peanut butter, sugar, flour, and vanilla with an electric mixer until smooth. Add eggs and egg yolk all at once, beating on low speed until combined. Stir in half-and-half and chocolate chips.**Pour batter into the springform pan. Place the pan in a large baking pan, pour boiling water into the baking pan until it comes 1/2 way up the sides of the spring form pan.  Bake in the preheated oven for 40 to 50 minutes.**Let cake cool completely, and keep in refrigerator for at least 4 hours before serving.**",8261,https://images.media-allrecipes.com/userphotos/560x315/743962.jpg
^Lori^^s White Bread Cake Recipe ^,24,Tiffany R Coffman,X,X,X,"shortening,white sugar,egg,flour,baking soda,vanilla,buttermilk,salt","Preheat oven to 325 degrees F (165 degrees C). Grease and flour Bundt pan.**In a medium bowl, sift flour, soda and salt. Set aside.**In a large bowl, cream shortening and sugar until light and fluffy. Add eggs one at a time, mixing well with each addition.**Add flour mixture and mix in well.**Add buttermilk and vanilla, and combine.**Pour into prepared Bundt pan. Bake at 325 degrees F (165 degrees C) for 1 hour or until bottom is golden and pick inserted into center comes out clean.**",8262,https://images.media-allrecipes.com/userphotos/560x315/5952218.jpg
Best White Icing Ever Recipe ,358,Meghan Rey,X,X,X,"sugar,shortening,water,vanilla","^In a large bowl, combine sugar, shortening, water and vanilla. Beat on low speed to combine, then beat on medium speed for a full five minutes. It won^^t look like Icing at first, but keep the mixer going for a full five minutes, and then you^^re done!**Note: If you^^re not using this for decorating, but just for icing the cake, thin the icing by adding 3 tbs. of corn syrup, or water to the icing.**^",8263,https://images.media-allrecipes.com/userphotos/250x250/921964.jpg
Rocky Road Turtles® Cake Recipe ,6,Wendy,X,X,X,"chocolate,chocolate,caramel,marshmallow,walnut,milk","^Bake the cake according to the directions on the box. Use two 8 or 9 inch pans. When the cakes are done, turn them out of the pans. Let them cool for about forty minutes. When the cakes are almost cool, but still slightly warm to the touch, cut small slits in the tops of each layer.**Melt about 1 1/2 cups of the marshmallows and the chocolate frosting together in the microwave. Stir together ever thirty seconds or so to keep the sauce smooth.**Melt the caramels in the microwave with a tablespoon or two of milk. Stir every twenty seconds or so.**Place 1 layer of cake on serving dish. Pour enough of the chocolate frosting mixture over the bottom layer of the cake to cover the top and sink into the slits. It is okay if the frosting drips over the edges. Pour enough of the caramel sauce over the bottom layer to cover it liberally. Sprinkle about half of the nuts and remaining marshmallows over the caramel. Go easy on the marshmallows though, or the top won^^t sit well on the cake.**Place top layer over marshmallows, and pour on the remaining chocolate frosting mixture to cover the top of the cake. Let it drip over the edges and cover the sides of the cake as well. Some of the frosting will pool at the bottom and that^^s fine.**Now sprinkle remaining nuts and marshmallows over the top. Try to get them to stick to the sides as well. I use a lot of nuts and marshmallows on top. Finally, drizzle caramel sauce over the top of the cake.**^",8264,https://images.media-allrecipes.com/userphotos/250x250/29934.jpg
Funnel Cakes IV Recipe ,393,Tina,10 m,10 m,20 m,"salt,baking powder,flour,egg,white sugar,milk,vegetable oil,sugar","^Mix salt, baking powder, and half the flour in a bowl. Set aside.**Cream eggs, sugar, and milk in a large bowl. Add flour mixture and beat until smooth. Continue to add remaining flour, but use only enough to achieve desired consistency. Batter will be thin enough to run through a funnel.**Heat the oil to 375 degrees F (190 degrees C) in an 8-inch skillet.**Put your finger over the bottom opening of the funnel, and fill the funnel with a generous 1/2 cup of the batter. Hold the funnel close to the surface of the oil, and release the batter into the oil while making a circular motion. Fry until golden brown. Use tongs and wide spatula to turn the cake over carefully. Fry the second side one minute. Drain on paper towels, and sprinkle with sifted confectioners^^ sugar.**^",8265,https://images.media-allrecipes.com/userphotos/250x250/132020.jpg
Bible Cake Recipe ,8,Fern,X,X,X,"flour,milk,white sugar,fig,raisin,almond,honey,salt,baking soda","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, combine flour, milk, sugar, figs, raisins, almonds, honey, salt and baking soda. Mix thoroughly.**Pour into prepared 9x13 inch pan. Bake at 350 degrees F (175 degrees C) for 40 minutes, or until edges pull away from pan.**",8266,https://images.media-allrecipes.com/userphotos/250x250/37104.jpg
Amish Cake Recipe ,18,Siobhan,30 m,40 m,1 h 10 m,"flour,white sugar,baking powder,egg,vanilla,pineapple,walnut","Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, mix flour, sugar and baking powder. Add eggs, vanilla and pineapple with juice. Blend well. Add walnuts and mix in.**Pour into an ungreased 9x13 inch pan. Bake at 350 degrees F (175 degrees C ) for 40 minutes.**",8267,https://images.media-allrecipes.com/userphotos/560x315/847803.jpg
Whipping Cream Pound Cake Recipe ,124,Toni Wiggins,30 m,1 h 10 m,3 h 10 m,"butter,white sugar,egg,flour,cream,vanilla,almond,sugar","^Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10-inch tube pan.**In a large bowl, cream butter for 2 minutes. Add sugar and continue beating for 5 minutes, scraping down bowl occasionally. The mixture should be noticeably lighter in color. Add eggs one at a time, beating well with each addition.**Add flour alternately with whipping cream, beginning and ending with flour. Stir in vanilla and almond extract.**Spread batter into prepared pan. Bake in preheated oven until a tester inserted in the center of the cake comes out clean, about 70 minutes. Allow to cool in pan for 15 minutes.**Turn cake out onto a cotton dish towel and place on cooling rack covered with cotton towel. When cake is cool, top with confectioners^^ sugar and serve with fruit or by itself.**^",8268,https://images.media-allrecipes.com/userphotos/560x315/5487912.jpg
Raw Apple Cake Recipe ,85,Stephanie Conley,X,X,X,"vegetable oil,egg,white sugar,flour,apple,salt,cinnamon,nutmeg,baking soda,cream cheese,milk,vanilla,salt,sugar","Preheat oven to 350 degrees F(175 degrees C). Grease and flour a 9x13 inch pan.**Chop apples finely and place into a large bowl. In a separate bowl, beat eggs and oil together and pour over apples. Let stand while mixing the dry ingredients.**in a medium bowl, mix sugar, flour, 1 teaspoon salt, cinnamon, nutmeg and baking soda. Fold into apples, eggs and oil and mix well. Batter will be thick.**Pour into prepared 9x13 inch pan, and bake at 350 degrees F ( 175 degrees C) for 45 minutes. Once cool frost with Cream Cheese Icing.**To Make Cream Cheese Frosting: In a medium bowl, combine cream cheese, milk, vanilla and pinch of salt. Gradually add sugar, beating until frosting is smooth.  Add additional milk, 1 tablespoon at a time, until frosting is desired consistency.**",8269,https://images.media-allrecipes.com/userphotos/250x250/128190.jpg
^Sam^^s Famous Carrot Cake Recipe ^,2k,^Brian D^^Amico^,20 m,1 h,1 h 40 m,"egg,buttermilk,vegetable oil,white sugar,vanilla,cinnamon,salt,flour,baking soda,carrot,coconut,walnut,pineapple,raisin","Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x12 inch pan.**In a medium bowl, sift together flour, baking soda, salt and cinnamon. Set aside.**In a large bowl, combine eggs, buttermilk, oil, sugar and vanilla. Mix well. Add flour mixture and mix well.**In a medium bowl, combine shredded carrots, coconut, walnuts, pineapple and raisins.**Using a large wooden spoon or a very heavy whisk, add carrot mixture to batter and fold in well.**Pour into prepared 8x12 inch pan, and bake at 350 degrees F (175 degrees C) for 1 hour. Check with toothpick.**Allow to cool for at least 20 minutes before serving.**",8270,https://images.media-allrecipes.com/userphotos/560x315/4131886.jpg
Raspberry White Chocolate Mousse Recipe ,117,Stacey Walery,15 m,10 m,40 m,"raspberry,white sugar,liqueur,whipping cream,chocolate,food coloring","Process berries in a blender or food processor until smooth. Strain mixture into a small bowl, and discard seeds. Add the sugar and liqueur, and stir until sugar dissolves. Makes 1 cup of sauce.**In a heavy saucepan on low heat, warm 1/4 cup of the cream and the white chocolate, stirring constantly until chocolate melts. Let mixture cool until it is lukewarm. Stir in 1 tablespoon of raspberry sauce, and the food coloring. Transfer to a large bowl.**In a medium bowl, whip remaining 1 1/2 cup cream to soft peaks. Fold into melted chocolate mixture, one-third at a time, until no streaks remain.**Layer into parfait dishes, and serve with the sauce. May also be used to fill or ice a cake.**",8271,https://images.media-allrecipes.com/userphotos/560x315/3449.jpg
Peach Angel Food Cake Recipe ,50,Amy Brolsma,X,X,X,"cake,peach","In a large bowl, combine cake mix, peaches and juice (do not add water). Mix well.**Pour into tube pan or 2 loaf pans.**Bake according to directions on cake package.**If desired, serve with whipped topping.**",8272,https://images.media-allrecipes.com/userphotos/560x315/6214.jpg
Pat Maharaj Spice Cake Recipe ,3,Pat Maharaj,X,X,X,"egg,butter,flour,white sugar,almond,vanilla,cinnamon,milk","Preheat oven to  320 degrees F (160 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, beat eggs for 10 minutes or until fluffy. In a separate bowl, cream butter and sugar until light and fluffy. Add beaten eggs and combine.**Add flour and cinnamon and mix in.**Add milk and flavorings and mix well.**Spoon batter into 9x13 inch pan. Bake at 320 degrees F (140 degrees C) for 45 minutes or until golden brown.**Allow to cool, then frost or serve.**",8273,https://images.media-allrecipes.com/images/79591.png
Frost Me Nots Recipe ,28,Sandy,X,X,X,"butter,chocolate,egg,vanilla,white sugar,flour","Preheat oven to 325 degrees F (165 degrees C). Line muffin cups with paper liners.**Melt together butter and chocolate chips. Stir and set aside to cool.**In a separate bowl, combine the eggs, vanilla, sugar and flour.**Add the butter chocolate mixture and stir together well.**Fill paper lined muffin pans 2/3 full. Bake at 325 degrees F(165 degrees C) for 25 minutes.**",8274,https://images.media-allrecipes.com/userphotos/250x250/129296.jpg
No Bake Cheesecake II Recipe ,77,Jill M.,30 m,X,2 h 30 m,"cream cheese,topping thawed,white sugar,vanilla,apple,ham","Beat cream cheese, sugar, and vanilla extract until smooth. Fold in Cool Whip.**Fill pie crust and top with pie filling. Chill 1 to 2 hours before serving.**",8275,https://images.media-allrecipes.com/userphotos/560x315/686818.jpg
^Nana V^^s  Company Cake Recipe ^,7,Stacey ,X,X,X,"cake,cream cheese,topping thawed","Prepare cake mix as directed on package.**For the frosting: In a large bowl, beat cream cheese until smooth, then fold in whipped topping and mix until smooth. Spread on top of cooled cake.**Top with sliced fresh fruits, such as strawberries, kiwi, peaches, pineapple, blueberries, etc.**",8276,https://images.media-allrecipes.com/images/79591.png
MMMmmm Chocolate Cake Recipe ,17,Denise Nelson,X,X,X,"water,cocoa powder,butter,shortening,white sugar,flour,baking soda,buttermilk,egg,vanilla,cocoa powder,water,butter,sugar,pecan,milk","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a saucepan, combine 1 cup water, 3 tablespoons cocoa, 1/2 cup butter and 1/2 cup shortening. Heat until mixture comes to a boil, then remove from heat. Pour into a large mixing bowl.**Add sugar, flour, soda, buttermilk, eggs and vanilla. Mix well and pour into prepared 9x13 inch pan.**Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes or until toothpick inserted in center comes out clean. Have icing ready when cake comes out of oven.**To make the icing: In a medium bowl, combine 3 tablespoons cocoa, 1 teaspoon hot water and 1/2 cup melted butter or margarine. Add confectioners sugar, pecans and milk and mix well. You can add more milk to achieve desired consistency, but too much will make cake soggy.**Frost while cake is hot and icing is still soft.**",8277,https://images.media-allrecipes.com/userphotos/250x250/144403.jpg
Mountain Dew™ Cake Recipe ,84,MARBALET,30 m,30 m,1 h,"lemon,vanilla,vegetable oil,egg,10 fluid ounces Mountain Dew™,pineapple,white sugar,cornstarch,butter,coconut","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**In a large bowl, combine cake mix, pudding mix, oil, eggs and citrus soda. Mix until all ingredients are moistened.**Pour into prepared 9x13 inch pan and bake at 350 degrees F (175 degrees C) for 30 to 35 minutes. Cool completely.**To make the topping: In a saucepan, combine pineapple (with juice), sugar and corn starch. Bring to a boil and cook, stirring constantly, until thick. Remove from heat. Add butter and coconut. Spread topping evenly over cake.**",8279,https://images.media-allrecipes.com/userphotos/560x315/3022.jpg
Sand Cups Recipe ,22,Karen,X,X,X,"milk,vanilla,topping thawed,vanilla","In a large bowl, combine milk and pudding mix. Beat with a whisk until well blended. Let stand 5 minutes.**Add whipped topping and half of the crushed cookies and fold in.**Place 1 Tablespoon crushed cookies into each cup. Fill cups 3/4 full with pudding mixture. Top with remaining crushed cookies. Refrigerate 1 hour. Decorate before serving.**Suggested Decorations:  small paper umbrellas, gummy worms, gummy sharks, candy stars, chopped peanuts.**",8280,https://images.media-allrecipes.com/userphotos/560x315/3210657.jpg
Pineapple Angel Food Cake I Recipe ,411,Donna,X,X,X,"cake,pineapple,topping thawed","Preheat oven to 350 degrees F (175 degrees C). Spray a 9x13 inch pan with vegetable oil spray.**In a large bowl, combine cake mix and pineapple (with juice). Mix until well blended.**Pour batter into prepared 9x13 inch pan. Bake at 350 degrees F (175 degrees C) for 25 minutes or until golden brown. Let cool.**Serve with whipped topping**",8281,https://images.media-allrecipes.com/userphotos/560x315/1324060.jpg
Red Velvet Cake IV Recipe ,272,PAL,X,X,X,"butter,white sugar,egg,food coloring,cocoa powder,flour,buttermilk,vanilla,salt,baking soda,vinegar,cream cheese,chocolate,butter","Preheat oven to 325 degrees F (165 degrees C). Grease and flour three 8 inch pans.**In a large bowl, cream 1 cup butter with sugar. Add eggs one at a time, beating well after each addition.  Mix food coloring with cocoa and add to mixture.**Add flour alternately with buttermilk. Add vanilla and salt.**Mix baking soda with vinegar, and gently stir into mixture. Be careful not to over mix.**Divide batter into three prepared 8 inch round pans. Bake at 325 degrees F (165 degrees C) for 25 minutes. Allow to cool.**To make the White Chocolate Cream Cheese Icing: Melt the white chocolate and allow to cool to lukewarm. In a large bowl, beat the cream cheese until light and fluffy. Gradually beat in melted white chocolate and softened butter. Beat until it is the consistency of whipped cream, then use to fill and frost the cake.**",8282,https://images.media-allrecipes.com/userphotos/560x315/18043.jpg
One ,51,Janice,40 m,25 m,1 h 5 m,"butter,white sugar,flour,egg,egg,baking powder,milk,vanilla","Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 9-inch round pans.**Beat butter and 1 cup of sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color.**In a separate bowl, beat egg yolks well, then add to butter mixture.**Sift together flour and baking powder. Add alternately with the milk to the butter-sugar mixture. Beat well. Add vanilla.**Beat egg whites until stiff but not dry. Add 1 cup sugar to the egg whites. Fold into cake batter.**Divide evenly into three prepared 9 inch round pans. Bake at 350 degrees F (175 degrees C) for 25 minutes.**",8283,https://images.media-allrecipes.com/userphotos/560x315/972421.jpg
Pineapple Lemon Cake Recipe ,25,SYDNEY380,X,X,X,"lemon,egg,applesauce,vanilla,pineapple,topping thawed","Prepare cake mix as directed, except substitute egg whites for eggs and applesauce for oil.  Bake in a 9x13 inch pan as directed. Pour pineapple over cake as soon as it comes out of the oven.  Cool.**To make the frosting: Prepare instant pudding as directed. Fold in whipped topping.  Let sit 10 minutes.  Spread over cake.**",8284,https://images.media-allrecipes.com/userphotos/250x250/983251.jpg
